Item ID,Skill Code Id,Performance Code,Order ID,AIdent,Start Date,End Date,Pay Rate,Bill Rate,Salary,Salary Bill,Perf Note,User Defined Order Note
665174,2355,Assignment Terminated - Attendance,19601,184809,8/29/2017,9/13/2017,8.25,11.04,0,0,,
663939,2355,Rate Change,19601,184996,8/10/2017,8/14/2017,8.25,11.04,0,0,,
663992,2355,Complete,19601,185030,8/9/2017,9/29/2017,8.25,11.04,0,0,,
663993,2355,A Quit - Stopped Showing / No Notice,19601,185032,8/11/2017,8/17/2017,8.25,11.04,0,0,,
666004,2355,Assignment Terminated - Attendance,19601,185156,9/18/2017,10/3/2017,8.25,11.04,0,0,,
665178,2355,A Quit - Resigned with Notice,19601,185227,8/28/2017,9/18/2017,8.25,11.04,0,0,,
666422,2355,A Quit - Stopped Showing / No Notice,19601,185794,9/18/2017,9/18/2017,8.25,11.04,0,0,,
665177,2355,Complete,19601,185966,8/28/2017,9/15/2017,8.25,11.04,0,0,,
678083,2355,Open,19601,185969,2/5/2018,,8.25,11.04,0,0,,
666421,2355,A Quit - Stopped Showing / No Notice,19601,186382,9/18/2017,10/6/2017,8.25,11.04,0,0,,
666003,2355,Assignment Terminated - No Reason Given,19601,186547,9/20/2017,10/11/2017,8.25,11.04,0,0,,
666005,2355,A Quit - Stopped Showing / No Notice,19601,186551,9/18/2017,10/5/2017,8.25,11.04,0,0,,
666042,2355,A Quit - Stopped Showing / No Notice,19601,186585,9/18/2017,11/17/2017,8.25,11.04,0,0,,
666041,2355,Complete,19601,186600,9/18/2017,12/19/2017,8.25,11.04,0,0,,
666381,2355,A Quit - Stopped Showing / No Notice,19601,186945,9/18/2017,10/5/2017,8.25,11.04,0,0,,
666416,2355,Open,19601,186951,9/18/2017,,8.25,11.04,0,0,,
666380,2355,Assignment Terminated - Attendance,19601,186978,9/18/2017,9/27/2017,8.25,11.04,0,0,,
666816,2355,A Quit - Stopped Showing / No Notice,19601,207389,9/27/2017,11/2/2017,8.25,11.04,0,0,,
666818,2355,Complete,19601,207394,9/27/2017,10/19/2017,8.25,11.04,0,0,,
666817,2355,Complete,19601,207396,9/26/2017,10/10/2017,8.25,11.04,0,0,,
667264,2355,A Quit - Stopped Showing / No Notice,19601,207474,9/25/2017,10/13/2017,8.25,11.04,0,0,,
667266,2355,Assignment Terminated - No Reason Given,19601,207547,9/25/2017,9/25/2017,8.25,11.04,0,0,,
667019,2355,Complete,19601,207572,9/25/2017,10/9/2017,8.25,11.04,0,0,,
667262,2355,Open,19601,207616,10/2/2017,,8.25,11.04,0,0,,
667938,2355,Complete,19601,208052,10/9/2017,10/10/2017,8.25,11.04,0,0,,
667941,2355,A Quit - Stopped Showing / No Notice,19601,208066,10/9/2017,12/7/2017,8.25,11.04,0,0,,
667939,2355,A Quit - Stopped Showing / No Notice,19601,208070,10/9/2017,12/7/2017,8.25,11.04,0,0,,
670197,2355,Assignment Terminated - No Reason Given,19601,209384,11/1/2017,11/24/2017,8.25,11.04,0,0,,
671818,2355,Assignment Terminated - Attendance,19601,209419,11/14/2017,11/22/2017,8.25,11.04,0,0,,
671825,2355,Assignment Terminated - No Reason Given,19601,209502,11/14/2017,12/8/2017,8.25,11.04,0,0,,
671255,2355,A Quit - Stopped Showing / No Notice,19601,209792,11/7/2017,11/24/2017,8.25,11.04,0,0,,
670172,2355,A Quit - Stopped Showing / No Notice,19601,209793,11/1/2017,11/16/2017,8.25,11.04,0,0,,
670173,2355,Complete,19601,209794,11/1/2017,12/18/2017,8.25,11.04,0,0,,
670174,2355,A Quit - Stopped Showing / No Notice,19601,209795,11/1/2017,11/16/2017,8.25,11.04,0,0,,
670168,2355,A Quit - Stopped Showing / No Notice,19601,209799,11/1/2017,12/28/2017,8.25,11.04,0,0,,
670175,2355,A Quit - Stopped Showing / No Notice,19601,209800,11/1/2017,11/30/2017,8.25,11.04,0,0,,
671752,2355,A Quit - Stopped Showing / No Notice,19601,209810,11/1/2017,1/2/2018,8.25,11.04,0,0,,
670180,2355,Assignment Terminated - No Reason Given,19601,209812,11/1/2017,12/8/2017,8.25,11.04,0,0,,
671254,2355,Open,19601,209889,11/6/2017,,8.25,11.04,0,0,,
670374,2355,No Show/No Call,19601,209983,11/3/2017,11/6/2017,8.25,11.04,0,0,,
670373,2355,No Show/No Call,19601,209985,11/3/2017,11/13/2017,8.25,11.04,0,0,,
677999,2355,Open,19601,220920,2/5/2018,,8.25,11.04,0,0,,
673803,2355,A Quit - Stopped Showing / No Notice,19601,221637,12/4/2017,12/13/2017,8.25,11.04,0,0,,
673802,2355,Open,19601,221748,12/5/2017,,8.25,11.04,0,0,,
673806,2355,Open,19601,221924,12/8/2017,,8.25,11.04,0,0,,
673807,2355,Open,19601,221925,12/8/2017,,8.25,11.04,0,0,,
673801,2355,A Quit - Stopped Showing / No Notice,19601,221932,12/8/2017,12/14/2017,8.25,11.04,0,0,,
673805,2355,A Quit - Stopped Showing / No Notice,19601,221933,12/7/2017,1/2/2018,8.25,11.04,0,0,,
673804,2355,A Quit - Stopped Showing / No Notice,19601,221934,12/8/2017,1/2/2018,8.25,11.04,0,0,,
675568,2355,A Quit - Stopped Showing / No Notice,19601,222558,12/26/2017,1/3/2018,8.25,11.04,0,0,,
676730,2355,A Quit - Stopped Showing / No Notice,19601,223576,1/11/2018,1/19/2018,8.25,11.04,0,0,,
677754,2355,Open,19601,223851,1/29/2018,,8.25,11.04,0,0,,
676821,2355,Open,19601,223914,1/19/2018,,8.25,11.04,0,0,,
677430,2355,Complete,19601,223919,1/22/2018,1/22/2018,8.25,11.04,0,0,,
676822,2355,A Quit - Stopped Showing / No Notice,19601,223998,1/17/2018,1/31/2018,8.25,11.04,0,0,,
677427,2355,A Quit - Stopped Showing / No Notice,19601,224000,1/22/2018,1/31/2018,8.25,11.04,0,0,,
676820,2355,Open,19601,224075,1/22/2018,,8.25,11.04,0,0,,
676970,2355,A Quit - Stopped Showing / No Notice,19601,224243,1/23/2018,2/2/2018,8.25,11.04,0,0,,
677429,2355,Complete,19601,224336,1/22/2018,1/22/2018,8.25,11.04,0,0,,
678185,2355,Open,19601,224666,1/31/2018,,8.25,11.04,0,0,,
677759,2355,Open,19601,224668,1/29/2018,,8.25,11.04,0,0,,
678084,2355,Open,19601,224856,2/5/2018,,8.25,11.04,0,0,,
678085,2355,Open,19601,224856,2/5/2018,,8.25,11.04,0,0,,
662958,2230,Assignment Terminated - Poor Production,18571,184141,8/2/2017,8/4/2017,8.25,10.89,0,0,,
663396,2230,Assignment Terminated - Violation of Rules,18571,184508,8/9/2017,10/5/2017,8.25,10.89,0,0,,
664036,2230,Assignment Terminated - Attendance,18571,185106,8/21/2017,9/1/2017,8.25,10.89,0,0,,
665432,2230,Assignment Terminated - Violation of Rules,18571,186123,9/12/2017,10/5/2017,8.25,10.89,0,0,,
665284,2173,Complete,18273,185253,9/8/2017,9/10/2017,8.25,10.56,0,0,,
665340,2416,Rate Change,19626,185253,9/8/2017,10/7/2017,8.25,10.56,0,0,,
667813,2173,Rate Change,18273,207683,10/18/2017,10/18/2017,8.25,10.56,0,0,,
668044,2173,Rate Change,18273,208058,10/20/2017,10/20/2017,8.25,10.56,0,0,,
668045,2173,Rate Change,18273,208083,10/20/2017,10/20/2017,8.25,10.56,0,0,,
665677,0,A Quit - Stopped Showing / No Notice,17885,185587,9/13/2017,10/3/2017,8.29,11.36,0,0,,
668977,0,Rate Change,17885,208226,10/30/2017,12/31/2017,8.29,11.36,0,0,,
677333,0,Assignment Terminated - No Reason Given,17688,223686,1/24/2018,2/8/2018,8.3,12.3,0,0,,
677334,0,Open,17688,223983,1/25/2018,,8.3,12.3,0,0,,
677904,0,Open,17688,224013,2/6/2018,,8.3,12.3,0,0,,
678385,0,Complete,18318,223264,2/13/2018,2/16/2018,8.3,12.04,0,0,,
678100,1977,Open,19501,225127,2/13/2018,,8.3,11.62,0,0,,
676143,0,A Quit - Stopped Showing / No Notice,17193,184776,1/10/2018,2/8/2018,8.3,11.29,0,0,,
678265,0,Open,17193,186124,2/16/2018,,8.3,11.29,0,0,,
675998,0,Assignment Terminated - Attendance,17193,209511,1/1/2018,1/29/2018,8.3,11.29,0,0,,
675535,0,Assignment Terminated - No Call / No Show,17193,210513,1/4/2018,1/19/2018,8.3,11.29,0,0,,
676233,0,Open,17193,220743,1/11/2018,,8.3,11.29,0,0,,
676000,0,Assignment Terminated - Attendance,17193,221213,1/1/2018,1/17/2018,8.3,11.29,0,0,,
678147,0,Assignment Terminated - No Reason Given,17193,221968,2/14/2018,2/16/2018,8.3,11.29,0,0,,
677506,0,Assignment Terminated - Walk Off Job,17193,222354,2/2/2018,2/6/2018,8.3,11.29,0,0,,
678458,0,Open,17193,222885,2/20/2018,,8.3,11.29,0,0,,
677031,0,A Quit - Stopped Showing / No Notice,17193,223606,1/24/2018,1/26/2018,8.3,11.29,0,0,,
677678,1753,A Quit - Stopped Showing / No Notice,18568,184889,2/6/2018,2/6/2018,8.3,10.96,0,0,,
677508,1767,Open,18570,184977,2/2/2018,,8.3,10.96,0,0,,
677825,1767,A Quit - Stopped Showing / No Notice,18570,186424,2/7/2018,2/7/2018,8.3,10.96,0,0,,
676061,1767,A Quit - Stopped Showing / No Notice,18570,187152,1/1/2018,2/2/2018,8.3,10.96,0,0,,
676056,1767,A Quit - Accepted Job with Client or Other Company,18570,207241,1/1/2018,1/26/2018,8.3,10.96,0,0,,
678132,1767,Open,18570,208319,2/14/2018,,8.3,10.96,0,0,,
676052,1767,Rate Change,18570,208659,1/1/2018,2/11/2018,8.3,10.96,0,0,,
676048,1767,Rate Change,18570,208875,1/1/2018,2/11/2018,8.3,10.96,0,0,,
677484,1767,Assignment Terminated - Poor Production,18570,220896,2/1/2018,2/14/2018,8.3,10.96,0,0,,
676058,1767,Open,18570,221122,1/1/2018,,8.3,10.96,0,0,,
676050,1767,Assignment Terminated - Attendance,18570,221686,1/1/2018,1/2/2018,8.3,10.96,0,0,,
676053,1767,Open,18570,221813,1/1/2018,,8.3,10.96,0,0,,
676531,1767,A Quit - Resigned with Notice,18570,222354,1/17/2018,1/24/2018,8.3,10.96,0,0,,
676055,1767,Assignment Terminated - Attendance,18570,222415,1/5/2018,1/8/2018,8.3,10.96,0,0,,
677828,1767,Open,18570,222827,2/7/2018,,8.3,10.96,0,0,,
676051,1767,Assignment Terminated - Violation of Rules,18570,222853,1/2/2018,1/22/2018,8.3,10.96,0,0,,
677573,1767,Assignment Terminated - Attendance,18570,222883,2/5/2018,2/9/2018,8.3,10.96,0,0,,
676144,1767,A Quit - Stopped Showing / No Notice,18570,222885,1/10/2018,1/19/2018,8.3,10.96,0,0,,
677482,1767,Open,18570,223007,2/1/2018,,8.3,10.96,0,0,,
676694,1767,A Quit - Stopped Showing / No Notice,18570,223076,1/18/2018,1/23/2018,8.3,10.96,0,0,,
676057,1767,A Quit - Stopped Showing / No Notice,18570,223179,1/8/2018,1/8/2018,8.3,10.96,0,0,,
677093,1767,Open,18570,224092,1/24/2018,,8.3,10.96,0,0,,
677094,1767,Open,18570,224212,1/24/2018,,8.3,10.96,0,0,,
677124,1767,Assignment Terminated - Poor Production,18570,224296,1/25/2018,2/5/2018,8.3,10.96,0,0,,
677217,1767,Open,18570,224365,1/29/2018,,8.3,10.96,0,0,,
677483,1767,Assignment Terminated - Poor Production,18570,224611,2/1/2018,2/14/2018,8.3,10.96,0,0,,
677510,1767,Open,18570,224683,2/2/2018,,8.3,10.96,0,0,,
677832,1767,Open,18570,224946,2/8/2018,,8.3,10.96,0,0,,
677947,1767,Open,18570,225055,2/12/2018,,8.3,10.96,0,0,,
678045,1767,Open,18570,225104,2/13/2018,,8.3,10.96,0,0,,
678130,1767,Open,18570,225173,2/14/2018,,8.3,10.96,0,0,,
678277,1767,Open,18570,225274,2/16/2018,,8.3,10.96,0,0,,
665355,0,A Quit - Stopped Showing / No Notice,17193,186024,9/8/2017,9/22/2017,8.35,11.36,0,0,,
666871,0,Assignment Terminated - Laid Off,17193,186424,10/4/2017,10/13/2017,8.35,11.36,0,0,,
666921,0,Assignment Terminated - No Call / No Show,17193,186455,10/2/2017,10/4/2017,8.35,11.36,0,0,,
672937,0,Rate Change,17193,221595,12/5/2017,12/31/2017,8.35,11.36,0,0,,
675663,0,Rate Change,17885,208226,1/1/2018,2/11/2018,8.44,11.31,0,0,,
664742,0,A Quit - Stopped Showing / No Notice,17688,184734,8/24/2017,10/31/2017,8.5,12.6,0,0,,
664679,0,Open,17688,185246,8/24/2017,,8.5,12.6,0,0,,
664624,0,Customer Cancelled,18318,184444,8/22/2017,8/22/2017,8.5,12.33,0,0,,
664622,0,Complete,18318,184521,8/21/2017,8/23/2017,8.5,12.33,0,0,,
664621,0,Hired Perm,18318,185182,8/21/2017,10/16/2017,8.5,12.33,0,0,,
665000,0,Complete,18318,185371,8/28/2017,8/29/2017,8.5,12.33,0,0,,
675261,0,Assignment Terminated - Laid Off,17193,210421,12/28/2017,12/29/2017,8.5,11.56,0,0,,
676006,0,A Quit - Stopped Showing / No Notice,17193,221595,1/1/2018,1/5/2018,8.5,11.56,0,0,,
675262,0,Rate Change,17193,222750,12/28/2017,12/31/2017,8.5,11.56,0,0,,
675259,0,Rate Change,17193,222751,12/28/2017,12/31/2017,8.5,11.56,0,0,,
675260,0,Assignment Terminated - Laid Off,17193,222753,12/28/2017,12/29/2017,8.5,11.56,0,0,,
663662,0,Assignment Terminated - No Call / No Show,17908,184606,8/10/2017,8/11/2017,8.5,11.31,0,0,,
663661,0,Complete,17908,184607,8/10/2017,8/11/2017,8.5,11.31,0,0,,
675237,2017,Deleted/Mistakenly entered,17455,222445,12/28/2017,12/28/2018,8.5,11.22,0,0,,
677276,2017,Open,17455,223713,1/15/2018,,8.5,11.22,0,0,,
677170,2017,Assignment Terminated - Poor Production,17455,223894,1/29/2018,2/6/2018,8.5,11.22,0,0,,
666844,2416,Rate Change,19626,185253,10/8/2017,10/15/2017,8.5,10.88,0,0,,
667866,2173,Rate Change,18273,207481,10/11/2017,10/18/2017,8.5,10.88,0,0,,
668331,2173,A Quit - Resigned with Notice,18273,207683,10/18/2017,10/24/2017,8.5,10.88,0,0,,
669459,2173,Rate Change,18273,207787,11/3/2017,11/5/2017,8.5,10.88,0,0,,
668334,2173,Rate Change,18273,208058,10/20/2017,10/20/2017,8.5,10.88,0,0,,
669012,2416,Rate Change,19626,208058,10/20/2017,11/5/2017,8.5,10.88,0,0,,
668333,2173,Rate Change,18273,208083,10/20/2017,10/20/2017,8.5,10.88,0,0,,
669009,2416,Rate Change,19626,208083,10/20/2017,11/5/2017,8.5,10.88,0,0,,
670083,2416,Rate Change,18273,208509,10/31/2017,11/5/2017,8.5,10.88,0,0,,
670152,2416,Rate Change,19626,208509,10/31/2017,11/5/2017,8.5,10.88,0,0,,
669164,2173,Rate Change,18273,208900,11/1/2017,11/5/2017,8.5,10.88,0,0,,
670105,2416,Rate Change,18273,208900,11/1/2017,11/5/2017,8.5,10.88,0,0,,
670248,2416,Rate Change,19626,208900,11/1/2017,11/5/2017,8.5,10.88,0,0,,
669460,2173,Rate Change,18273,209189,11/3/2017,11/5/2017,8.5,10.88,0,0,,
676020,0,Open,17193,222750,1/1/2018,,8.65,11.76,0,0,,
675999,0,Open,17193,222751,1/1/2018,,8.65,11.76,0,0,,
668210,1977,A Quit - Stopped Showing / No Notice,19854,185436,10/23/2017,11/8/2017,8.75,11.9,0,0,,
667146,1977,Released - Not a good fit,19854,186131,10/10/2017,10/11/2017,8.75,11.9,0,0,,
668051,1977,Assignment Terminated - Poor Production,19854,186131,10/20/2017,11/9/2017,8.75,11.9,0,0,,
668550,1977,Deleted/Mistakenly entered,19854,186204,10/24/2017,10/24/2017,8.75,11.9,0,0,,
665871,1977,Rate Change,19854,186247,9/19/2017,11/12/2017,8.75,11.9,0,0,,
662898,2422,Complete,19639,184167,7/24/2017,10/12/2017,8.75,11.7,0,0,,
662900,2422,A Quit - Stopped Showing / No Notice,19639,184173,7/24/2017,8/31/2017,8.75,11.7,0,0,,
675556,2422,Complete,19639,184188,12/28/2017,12/30/2017,8.75,11.7,0,0,,
663013,2422,A Quit - Stopped Showing / No Notice,19639,184245,7/24/2017,8/3/2017,8.75,11.7,0,0,,
663015,2422,A Quit - Stopped Showing / No Notice,19639,184266,7/24/2017,8/31/2017,8.75,11.7,0,0,,
663045,2422,Complete,19639,184285,7/24/2017,8/25/2017,8.75,11.7,0,0,,
663095,2422,A Quit - Stopped Showing / No Notice,19639,184324,7/24/2017,8/3/2017,8.75,11.7,0,0,,
663096,2422,A Quit - Stopped Showing / No Notice,19639,184327,7/24/2017,8/3/2017,8.75,11.7,0,0,,
663092,2422,Rate Change,19639,184329,7/24/2017,8/13/2017,8.75,11.7,0,0,,
663094,2422,A Quit - Stopped Showing / No Notice,19639,184330,7/24/2017,8/3/2017,8.75,11.7,0,0,,
663093,2422,A Quit - Stopped Showing / No Notice,19639,184331,7/24/2017,7/28/2017,8.75,11.7,0,0,,
663097,2422,A Quit - Stopped Showing / No Notice,19639,184332,7/24/2017,8/3/2017,8.75,11.7,0,0,,
663371,2422,A Quit - Stopped Showing / No Notice,19639,184580,7/31/2017,8/8/2017,8.75,11.7,0,0,,
663678,2422,Assignment Terminated - Attendance,19639,184774,8/14/2017,9/13/2017,8.75,11.7,0,0,,
663911,2422,A Quit - Resigned with Notice,19639,184809,8/7/2017,8/31/2017,8.75,11.7,0,0,,
663935,2422,A Quit - Stopped Showing / No Notice,19639,184824,8/7/2017,8/16/2017,8.75,11.7,0,0,,
663912,2422,A Quit - Stopped Showing / No Notice,19639,184825,8/10/2017,8/31/2017,8.75,11.7,0,0,,
664394,2422,Assignment Terminated - Attendance,19639,184917,8/16/2017,9/13/2017,8.75,11.7,0,0,,
